"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1134153881171087360","https://twitter.com/cryoEM_Papers/status/1134153881171087360","Cryo-EM structures of herpes simplex virus type 1 portal vertex and packaged genome https://t.co/fic2r7nkBB","2019-05-30 17:45 +0000","2271.0","102.0","0.04491413474240423","1.0","0.0","9.0","5.0","81.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134153859293519872","https://twitter.com/cryoEM_Papers/status/1134153859293519872","Multiple liquid crystalline geometries of highly compacted nucleic acid in a dsRNA virus https://t.co/LvOvxpJWWj","2019-05-30 17:45 +0000","2421.0","69.0","0.028500619578686492","4.0","0.0","11.0","7.0","43.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134153837445390336","https://twitter.com/cryoEM_Papers/status/1134153837445390336","Metabolic control of BRISC–SHMT2 assembly regulates immune signalling https://t.co/0mKNlPAG2C","2019-05-30 17:45 +0000","1596.0","23.0","0.014411027568922305","0.0","0.0","0.0","2.0","21.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134153815484014593","https://twitter.com/cryoEM_Papers/status/1134153815484014593","DNA damage detection in nucleosomes involves DNA register shifting https://t.co/xGjJCubGL2","2019-05-30 17:45 +0000","1695.0","63.0","0.03716814159292035","0.0","0.0","3.0","1.0","56.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134153707354972162","https://twitter.com/cryoEM_Papers/status/1134153707354972162","Structural Basis for the Inhibition of CRISPR-Cas12a by Anti-CRISPR Proteins https://t.co/RLP29n92J2","2019-05-30 17:44 +0000","2706.0","141.0","0.052106430155210645","5.0","0.0","4.0","11.0","107.0","0.0","14.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134153529654779904","https://twitter.com/cryoEM_Papers/status/1134153529654779904","Two new polymorphic structures of alpha-synuclein solved by cryo-electron microscopy https://t.co/QsRuXoF759","2019-05-30 17:44 +0000","1650.0","64.0","0.03878787878787879","1.0","0.0","2.0","1.0","57.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133553926731575297","https://twitter.com/cryoEM_Papers/status/1133553926731575297","Correction: Cryo-EM Structure of HER2-trastuzumab-pertuzumab complex https://t.co/VXNoA8vqgs","2019-05-29 02:01 +0000","2107.0","80.0","0.037968675842429994","1.0","0.0","1.0","2.0","75.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133553533435883520","https://twitter.com/cryoEM_Papers/status/1133553533435883520","CM01: a facility for cryo-electron microscopy at the European Synchrotron https://t.co/BVVWHs6fVp","2019-05-29 01:59 +0000","4822.0","155.0","0.03214433844877644","12.0","0.0","23.0","8.0","104.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133553344998363136","https://twitter.com/cryoEM_Papers/status/1133553344998363136","Automated cryo-EM sample preparation by pin-printing and jet vitrification https://t.co/vc0M3bdPVc","2019-05-29 01:59 +0000","2900.0","169.0","0.05827586206896552","7.0","0.0","18.0","6.0","134.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133119428357312514","https://twitter.com/cryoEM_Papers/status/1133119428357312514","Multifunctional graphene supports for electron cryomicroscopy [Biochemistry] https://t.co/Wgps00HK89","2019-05-27 21:14 +0000","3323.0","88.0","0.026482094492928078","3.0","0.0","7.0","0.0","65.0","0.0","13.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133119228712669185","https://twitter.com/cryoEM_Papers/status/1133119228712669185","Structures and mechanism of transcription initiation by bacterial ECF factors https://t.co/25ecWdRSQ6","2019-05-27 21:14 +0000","1945.0","27.0","0.013881748071979434","1.0","0.0","5.0","0.0","21.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133118987531825153","https://twitter.com/cryoEM_Papers/status/1133118987531825153","In situ imaging of the bacterial flagellar motor disassembly and assembly processes https://t.co/K4CjxEwEYS","2019-05-27 21:13 +0000","2153.0","38.0","0.01764979098931723","0.0","0.0","1.0","3.0","33.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
